ID,Labeled Data,Label,Created By,Project Name,Created At,Seconds to Label,External ID,Agreement
cjhntyd48qr5v0702lcza5llu,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2015.04.51.png?alt=media&token=7a8d8314-8f6f-4383-8a22-7c3a4e4dd778,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365452000,2.551,[NC]Screen Shot 2018-05-26 at 15.04.51.png,
cjhntyeqq0gtg0756muk01y14,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5Dtwenty.jpg?alt=media&token=dbcb4f67-4084-4c82-9680-a1c084cae648,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365454000,2.188,[NC]twenty.jpg,
cjhntyhxi0gtq07565pv2af3k,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5D2chains.jpg?alt=media&token=1e2c6c59-a714-4efd-834e-d6f3440574b2,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365458000,4.052,[C]2chains.jpg,
cjhntyoc70gu80756vka3yi0k,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2015.06.08.png?alt=media&token=5d7714d9-dbd0-49a9-ada1-af72f02b4d14,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365466000,8.296,[NC]Screen Shot 2018-05-26 at 15.06.08.png,
cjhntyq1qqr6d07025279mdxa,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5Dsketchyl.jpg?alt=media&token=b8e44c2e-4496-4dbc-be0d-52f5d37df119,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365469000,2.304,[NC]sketchyl.jpg,
cjhntz84jqr700702igl3r4zo,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Dcones.jpg?alt=media&token=85662082-a913-4489-bf44-d3926963e167,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365492000,23.35,[C]cones.jpg,
cjhntz9ssqr790702v93zpr3q,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2015.07.34.png?alt=media&token=1767edde-37d2-47f0-8395-a6cbd55d334c,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365494000,2.237,[NC]Screen Shot 2018-05-26 at 15.07.34.png,
cjhntzc6h0gx707563ww22rlz,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5Dtunnel.jpg?alt=media&token=0242757a-d8de-4931-9209-2bbaccbae951,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365497000,3.017,[NC]tunnel.jpg,
cjhntzdzj0gxp0756vig00x36,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Dconstruct.jpg?alt=media&token=f099cc73-8e40-4067-a59f-4ff82422eef9,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365500000,2.413,[C]construct.jpg,
cjhntzeob0gxx07560h75w8bk,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2015.15.48.png?alt=media&token=53b8c042-f039-4839-bbf0-d38bb3ab4719,Skip,shereen.elaidi@mail.mcgill.ca,Construction!,1527365501000,0.807,[NC]Screen Shot 2018-05-26 at 15.15.48.png,
cjhntzrva0gze0756hqcmluch,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5Dkl.jpg?alt=media&token=5ffe64c2-01e0-482a-8c1c-cc0215cf2e3d,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365518000,6.35,[NC]kl.jpg,
cjhntzxgf0gzv07566wdsafny,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Dconstruct2.jpg?alt=media&token=dccb13e4-f229-4684-8076-337446e2011c,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365525000,7.222,[C]construct2.jpg,
cjhntzzii0h0d0756wptvhj4m,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2015.21.53.png?alt=media&token=8e4e6205-c6ae-4528-9bc7-65279ff9b7fd,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365528000,2.767,[NC]Screen Shot 2018-05-26 at 15.21.53.png,
cjhnu01gm0h0u0756hrt5hjcd,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Djerome.jpg?alt=media&token=907f750f-9a3c-4167-a334-c0fc3d3aea18,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365530000,2.442,[C]jerome.jpg,
cjhnu051y0h1b07568bzf2qs1,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5Dpo.jpg?alt=media&token=2a797962-858f-4e86-a533-2a1679f54798,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365535000,4.747,[NC]po.jpg,
cjhnu0c4lqr8s0702hkkuq6b9,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2015.23.06.png?alt=media&token=ab27bdce-ebcd-4bbc-b9e4-971ff6c3fe2d,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365544000,9.031,[C]Screen Shot 2018-05-26 at 15.23.06.png,
cjhnu0dmoqr910702hnu7ihx8,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Ddetour.jpg?alt=media&token=3c9d9dfb-1656-4c15-bfa6-cf46afc73c84,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365546000,2.081,[C]detour.jpg,
cjhnu0fdfqr9h07023o38knf7,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2015.35.00.png?alt=media&token=56bc667d-c3b2-4b71-9ba8-06687bfce263,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365548000,2.252,[C]Screen Shot 2018-05-26 at 15.35.00.png,
cjhnu0gy80h2v0756bsquuyid,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2015.22.43.png?alt=media&token=6fe4f71b-ef43-4d2d-8e2a-e4d5a8969dab,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365550000,1.99,[C]Screen Shot 2018-05-26 at 15.22.43.png,
cjhnu0if4qr9y0702iiu8x731,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Deurk.jpg?alt=media&token=f45d4ef6-adab-4f44-8c0b-0920c4d9860e,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365552000,1.968,[C]eurk.jpg,
cjhnu0ju20h3p07560evptvcg,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5Dtrees.PNG?alt=media&token=33221f1b-3163-4572-8409-2edfab1c090f,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365554000,1.81,[NC]trees.PNG,
cjhnu0lgt0h46075663ok9pxs,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2015.18.46.png?alt=media&token=62247a50-8852-4100-8777-612cda0addee,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365556000,2.057,[C]Screen Shot 2018-05-26 at 15.18.46.png,
cjhnu0mwt0h4g0756yplez56n,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5Dsidewalk.PNG?alt=media&token=5938297d-0466-4ca5-a9c5-99afe155fd9f,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365558000,1.948,[NC]sidewalk.PNG,
cjhnu0o8f0h540756j3dd4mq9,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Dhalp.jpg?alt=media&token=8613738a-2f1f-4a95-85f1-d88437a426fa,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365560000,1.697,[C]halp.jpg,
cjhnu0pss0h5e0756vtgstb9a,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2015.18.15.png?alt=media&token=41c03e83-21a9-4286-ae8f-247cd79578ac,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365562000,1.973,[C]Screen Shot 2018-05-26 at 15.18.15.png,
cjhnu0r8b0h5w0756va1ffgqe,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5Dforest.jpg?alt=media&token=da1292f3-0ca8-458b-9585-8ea7d96f6f60,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365564000,1.919,[NC]forest.jpg,
cjhnu0vzv0h6e0756azbxc482,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Dit_falc.jpg?alt=media&token=3a96af2b-c289-4a5c-a4e8-32cf4f70b558,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365570000,6.087,[C]it_falc.jpg,
cjhnu0zf40h6r0756dsvw9bkt,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2015.15.09.png?alt=media&token=72106a61-e361-45cd-95f5-845af97f67ce,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365574000,4.517,[C]Screen Shot 2018-05-26 at 15.15.09.png,
cjhnu115n0h730756wzk9pdfb,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Dsempahores.jpg?alt=media&token=c7fc872e-81ae-4473-9b42-aa31ad03bff2,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365576000,2.213,[C]sempahores.jpg,
cjhnu12jp0h7p0756zc4tbkgq,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5Dredpath.PNG?alt=media&token=84740461-9cff-4a0d-8724-6ce1b95949b8,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365578000,1.845,[NC]redpath.PNG,
cjhnu141e0h870756lv10h80t,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2015.14.45.png?alt=media&token=e85dd711-d589-461f-911e-3ddb525f86f3,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365580000,1.921,[C]Screen Shot 2018-05-26 at 15.14.45.png,
cjhnu1e730h9v0756yensjnv8,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5Dlower%20field.PNG?alt=media&token=7894ac48-b64e-4436-b012-188481f94cd5,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365593000,13.102,[NC]lower field.PNG,
cjhnu1g1n0ha60756vvg13ue7,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2015.11.20.png?alt=media&token=836ad5ae-9eaf-4b52-9714-99307d348f90,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365596000,2.471,[C]Screen Shot 2018-05-26 at 15.11.20.png,
cjhnu1iga0hbh0756rr33xhwa,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.20.46.png?alt=media&token=e7a61291-3a69-4056-a408-d0744974293e,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365599000,3.04,[NC]Screen Shot 2018-05-26 at 14.20.46.png,
cjhnu1knpqrc90702z8jzgga7,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5DCirculation.PNG?alt=media&token=69439446-60bd-4bf2-9aed-6675a5552990,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365602000,2.671,[C]Circulation.PNG,
cjhnu1m9y0hc6075648hkke8i,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.21.30.png?alt=media&token=023a2d15-0f56-4b95-969c-6592fd4ea055,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365604000,2.352,[NC]Screen Shot 2018-05-26 at 14.21.30.png,
cjhnu1p250hcn07567wbiyl03,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Dbig_bunny.jpg?alt=media&token=20b8418e-060a-4429-a01d-c5fac14a8794,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365607000,3.539,[C]big_bunny.jpg,
cjhnu1qsn0hd407569ahn8opn,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.21.45.png?alt=media&token=062d6681-6d66-4293-8526-00decb6d4a45,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365610000,2.324,[NC]Screen Shot 2018-05-26 at 14.21.45.png,
cjhnu1sby0hdk0756qb52kl3m,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Dtruck.PNG?alt=media&token=4d7f4b41-2b50-4805-84bb-47483b5b89b4,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365612000,2.003,[C]truck.PNG,
cjhnu1unc0hec0756wfoprboa,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.22.07.png?alt=media&token=12dda0c3-fb7c-41e2-9c9f-15f1c6a257f2,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365615000,2.992,[NC]Screen Shot 2018-05-26 at 14.22.07.png,
cjhnu1w9e0het07568rmcyzfl,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Dno_way.jpg?alt=media&token=a4576bc4-94ff-4209-8603-152f48673b70,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365617000,2.089,[C]no_way.jpg,
cjhnu1xu20hfc07564acvusos,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.22.40.png?alt=media&token=c280d115-a1d3-46e6-92a0-ce909092a43a,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365619000,1.958,[NC]Screen Shot 2018-05-26 at 14.22.40.png,
cjhnu1zxv0hfl0756nifown0p,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Dfuntime.jpg?alt=media&token=ebe5cd42-05ec-4a8c-953a-a99b73d23a28,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365621000,2.8,[C]funtime.jpg,
cjhnu21cnqrd10702o89naltr,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.23.00.png?alt=media&token=467ffe83-12c9-4661-b1a1-20e291955964,"{""Construction or no construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365623000,1.828,[NC]Screen Shot 2018-05-26 at 14.23.00.png,
cjhnu22rq0hgp07562oeqddjm,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fc3957d7f-cb68-4aa6-a730-3a7b55d4e994%2F%5BC%5Dorangutan.jpg?alt=media&token=01c7b33f-8294-4dcb-ad8e-414dd72c01fa,"{""Construction or no construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction!,1527365625000,1.839,[C]orangutan.jpg,
