ID,Labeled Data,Label,Created By,Project Name,Created At,Seconds to Label,External ID,Agreement
cjhnv8aac0mzg07563qoceo0v,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5Dcones.jpg?alt=media&token=4bcb01ca-9f52-4c7f-9c6e-1c5cb356ad51,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367594000,1.826,[C]cones.jpg,
cjhnv8cdv0mzv0756ylxm0qkm,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.42.27.png?alt=media&token=1f0600b8-1c99-4b08-a185-ae6b862f05c5,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367597000,2.6,[NC]Screen Shot 2018-05-26 at 14.42.27.png,
cjhnv8eiwqviz0702vogcvad2,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DCirculation.PNG?alt=media&token=7708ed19-2ad1-4eda-a681-ef04f567470f,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367600000,2.874,[C]Circulation.PNG,
cjhnv8g4bqvjg0702j2dllm4z,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.41.48.png?alt=media&token=dbf14898-1c0b-47cf-9a03-7edaf1c0b0de,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367602000,2.069,[NC]Screen Shot 2018-05-26 at 14.41.48.png,
cjhnv9ko70n3x0756g59j4ii5,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5Dbig_bunny.jpg?alt=media&token=bdffb47d-f834-4669-938c-f6e441187093,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367654000,52.536,[C]big_bunny.jpg,
cjhnv9ps0qvnm07026i4hlos1,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.39.00.png?alt=media&token=ba7067d1-b6f4-4ec6-8462-fc7e5e40f932,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367661000,6.615,[NC]Screen Shot 2018-05-26 at 14.39.00.png,
cjhnv9rszqvo90702m2pup2jl,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5D2chains.jpg?alt=media&token=a908fdd0-c822-4dca-80d8-0a906d363132,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367664000,2.667,[C]2chains.jpg,
cjhnv9t7h0n5e0756x42u65fj,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.37.51.png?alt=media&token=26248a64-4747-4ff4-b5ad-49dd439eb820,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367666000,1.808,[NC]Screen Shot 2018-05-26 at 14.37.51.png,
cjhnv9ukk0n600756yw5ovt4f,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5D1.jpg_facebook.jpg?alt=media&token=a9b919dc-2824-4bfc-a166-78c19d42a930,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367667000,1.763,[C]1.jpg_facebook.jpg,
cjhnv9z990n6a0756atrombfj,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.35.58.png?alt=media&token=2f1d1028-2849-49db-baba-379ba3a8d4d2,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367673000,6.005,[NC]Screen Shot 2018-05-26 at 14.35.58.png,
cjhnva1kz0n6s0756abnq2md7,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.35.46.png?alt=media&token=ddcf8d4c-4239-46a6-842b-9484b14ca305,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367676000,3.082,[NC]Screen Shot 2018-05-26 at 14.35.46.png,
cjhnva38cqvow0702t60c1vub,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.30.12.png?alt=media&token=5a75f641-7da1-42fa-a466-9b3539d87c3f,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367679000,2.063,[NC]Screen Shot 2018-05-26 at 14.30.12.png,
cjhnva4nmqvp50702i49nehvs,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.29.03.png?alt=media&token=f6e63cef-183c-46c2-9cb6-b071b12203aa,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367680000,1.924,[NC]Screen Shot 2018-05-26 at 14.29.03.png,
cjhnva6dm0n7o07567efmusav,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.28.30.png?alt=media&token=9cde59dc-a146-4ed3-be97-07bec2c5bec8,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367683000,2.233,[NC]Screen Shot 2018-05-26 at 14.28.30.png,
cjhnva8an0n8d07567d1z15pe,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.27.42.png?alt=media&token=77decf6a-c457-4a48-a92f-476aa27e6b88,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367685000,2.408,[NC]Screen Shot 2018-05-26 at 14.27.42.png,
cjhnva9ysqvqd0702d0cyzg57,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.23.38.png?alt=media&token=cd72fb7e-4bbd-4f21-b2b4-86fa2623568a,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367687000,2.241,[NC]Screen Shot 2018-05-26 at 14.23.38.png,
cjhnvabc80n8o0756abvlvyto,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.23.00.png?alt=media&token=93c82b91-85c3-4e86-b687-b6cb43569aa4,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367689000,1.793,[NC]Screen Shot 2018-05-26 at 14.23.00.png,
cjhnvad9lqvqv07025dyecxlo,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.22.40.png?alt=media&token=1768d9c1-d396-439d-91a4-590fb3a7b36d,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367692000,2.402,[NC]Screen Shot 2018-05-26 at 14.22.40.png,
cjhnvaet1qvrc07027nln1m00,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.22.07.png?alt=media&token=8d19ed05-8295-4a50-9212-94048bb07059,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367694000,2.077,[NC]Screen Shot 2018-05-26 at 14.22.07.png,
cjhnvagoo0n9h0756n9jiefce,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.21.45.png?alt=media&token=f09776f6-3baf-43f9-a3f1-6b70962c81a5,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367696000,2.443,[NC]Screen Shot 2018-05-26 at 14.21.45.png,
cjhnvai520n9y0756z4ahe3ay,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.21.30.png?alt=media&token=ef8f4db8-ec74-4cc9-9f69-752644fd9b03,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367698000,1.806,[NC]Screen Shot 2018-05-26 at 14.21.30.png,
cjhnvajkg0nae075675mpz7q3,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5DScreen%20Shot%202018-05-26%20at%2014.20.46.png?alt=media&token=ecca5db9-28dd-4c36-aaa7-8e03d0f29cbd,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367700000,1.754,[NC]Screen Shot 2018-05-26 at 14.20.46.png,
cjhnvalcf0nb30756a7udzd2x,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5Dredpath.PNG?alt=media&token=84201183-c214-44ba-82eb-5c89e1a874cb,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367702000,2.466,[NC]redpath.PNG,
cjhnvamoqqvsh0702h3n0ddoo,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5Dpop.jpg?alt=media&token=b23d8d75-d554-4619-98a1-5936164d3bb3,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367704000,1.663,[NC]pop.jpg,
cjhnvaoaiqvsq0702owzqijff,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5Dpo.jpg?alt=media&token=f2919eb7-22c5-486c-816b-d70f0d43be69,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367706000,2.159,[NC]po.jpg,
cjhnvapjt0nbu0756sllb4aca,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5Dlower%20field.PNG?alt=media&token=f46a33e2-cb2e-44b0-84c5-61f07410b6a0,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367708000,1.629,[NC]lower field.PNG,
cjhnvar0m0nc90756b39s753q,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5Dkl.jpg?alt=media&token=24956cb8-b1de-4da1-b67d-8b95a338b8c4,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367709000,1.825,[NC]kl.jpg,
cjhnvasa5qvtg0702vcs548hu,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5Dforest.jpg?alt=media&token=1a5339de-ca63-4f47-ac47-42258ff6db2f,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367711000,1.754,[NC]forest.jpg,
cjhnvaty8qvtp0702ei1u5e5i,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5D89.jpg?alt=media&token=6ae7efe5-a773-4628-b705-f0d162884a88,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367713000,2.13,[NC]89.jpg,
cjhnvaw4a0ndw07567oxqpu4q,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BNC%5D76.jpg?alt=media&token=927f342e-3333-4784-b90a-7897927bb9a9,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367716000,2.7,[NC]76.jpg,
cjhnvaxixqvum07022zpqzefd,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2014.38.08.png?alt=media&token=24e7e2a1-6e9a-4ec8-b473-97bf61700fcf,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367718000,1.826,[C]Screen Shot 2018-05-26 at 14.38.08.png,
cjhnvayt90nfg0756o93ivmex,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2014.36.40.png?alt=media&token=854e2ef3-3b8f-4c3c-967a-7db44510ee1d,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367719000,1.763,[C]Screen Shot 2018-05-26 at 14.36.40.png,
cjhnvb0d2qvvk0702em0nlorg,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2014.35.08.png?alt=media&token=c1290b48-fee2-4bb0-a8da-a2bd82a28e60,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367722000,1.928,[C]Screen Shot 2018-05-26 at 14.35.08.png,
cjhnvb1weqvwp0702y7v6z042,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2014.34.png?alt=media&token=cdc7119c-a790-460e-80d4-9e0e878cd091,"{""Construction?"":""0""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367723000,2.071,[C]Screen Shot 2018-05-26 at 14.34.png,
cjhnvb40gqvx70702lcumhd48,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2014.33.10.png?alt=media&token=d9be1fda-d56d-4128-934b-4c5618942b03,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367726000,2.737,[C]Screen Shot 2018-05-26 at 14.33.10.png,
cjhnvb5s5qvxo0702nt83prhz,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2014.32.49.png?alt=media&token=fc5a6979-0c96-4d9a-96b5-8bbeb6fb2ad2,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367729000,2.21,[C]Screen Shot 2018-05-26 at 14.32.49.png,
cjhnvb7c8qvxx0702ioewqi94,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2014.31.10.png?alt=media&token=f6079914-783b-449d-b5e6-5d89baa129de,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367731000,2.105,[C]Screen Shot 2018-05-26 at 14.31.10.png,
cjhnvb8o20ngp0756rh1of9j7,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2014.29.42.png?alt=media&token=4b0aea40-0ae1-4d2d-bc62-f45bfc333e18,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367732000,1.724,[C]Screen Shot 2018-05-26 at 14.29.42.png,
cjhnvba720nhd0756y00dhgu6,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2014.28.06.png?alt=media&token=de7e3d38-7361-4b92-9071-612224ba9d04,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367734000,1.896,[C]Screen Shot 2018-05-26 at 14.28.06.png,
cjhnvbbrtqvyf0702hokkpnst,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2014.27.00.png?alt=media&token=6075d184-d04f-4fd0-9eb5-0e317cda66d0,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367736000,2.13,[C]Screen Shot 2018-05-26 at 14.27.00.png,
cjhnvbdt10nif0756v7o48bb0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2014.25.54.png?alt=media&token=b1dd27ca-e0b5-4ea1-8db1-5bce19c11151,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367739000,2.617,[C]Screen Shot 2018-05-26 at 14.25.54.png,
cjhnvbfbw0nj40756glifrtza,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5DScreen%20Shot%202018-05-26%20at%2014.25.21.png?alt=media&token=7dbda37d-ea41-42b6-b9c0-9583476ea781,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367741000,1.983,[C]Screen Shot 2018-05-26 at 14.25.21.png,
cjhnvbgw30nje07569bbhdw46,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5Dorangutan.jpg?alt=media&token=86bf1c77-2442-4b59-a810-6e62173585ca,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367743000,2.031,[C]orangutan.jpg,
cjhnvbiku0njq0756d0uqm9sd,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5Dno_way.jpg?alt=media&token=17f501ef-4bae-4c7a-aafc-07e5a3ba1e6a,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367745000,2.169,[C]no_way.jpg,
cjhnvbke10nk8075679rcjgte,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjhnpulmcqlaj0702e0ro44q2%2Fcbff1a0a-d6be-47f5-a027-1e38a52c6b97%2F%5BC%5Dmontreal-que-june-6-2016-a-construction-worker-walks.jpeg?alt=media&token=9069801e-9975-49b5-ada1-f221491f67b9,"{""Construction?"":""1""}",shereen.elaidi@mail.mcgill.ca,Construction - Training Set,1527367747000,2.362,[C]montreal-que-june-6-2016-a-construction-worker-walks.jpeg,
